# LAMMPS data file written by OVITO
714 atoms
1 atom types
0.0 89.4599991 xlo xhi
0.0 30.0 ylo yhi
0.0 20.0 zlo zhi

Masses

1  12.0107 # C

Atoms # full

1	1	1	0	0.7344666	6.2817001	5
2	1	1	0	0.7344666	23.3985005	5
3	1	1	0	0.7353612	8.7288008	5
4	1	1	0	0.7353612	11.1732006	5
5	1	1	0	0.7353612	13.6178999	5
6	1	1	0	0.7353612	16.0622997	5
7	1	1	0	0.7353612	18.5067005	5
8	1	1	0	0.7353612	20.9510994	5
9	1	1	0	1.4304655	7.5062995	5
10	1	1	0	1.4304655	22.1735992	5
11	1	1	0	1.43136	9.9510002	5
12	1	1	0	1.43136	12.3957005	5
13	1	1	0	1.43136	14.8401004	5
14	1	1	0	1.43136	17.2845001	5
15	1	1	0	1.43136	19.7289009	5
16	1	1	0	1.4376223	5.0735998	5
17	1	1	0	1.4376223	24.6065998	5
18	1	1	0	2.8233576	5.0735998	5
19	1	1	0	2.8233576	24.6065998	5
20	1	1	0	2.8296197	9.9510002	5
21	1	1	0	2.8296197	12.3957005	5
22	1	1	0	2.8296197	14.8401004	5
23	1	1	0	2.8296197	17.2845001	5
24	1	1	0	2.8296197	19.7289009	5
25	1	1	0	2.8305145	7.5062995	5
26	1	1	0	2.8305145	22.1735992	5
27	1	1	0	3.524724	11.1732006	5
28	1	1	0	3.524724	13.6178999	5
29	1	1	0	3.524724	16.0622997	5
30	1	1	0	3.524724	18.5067005	5
31	1	1	0	3.5256186	8.7288008	5
32	1	1	0	3.5256186	20.9510994	5
33	1	1	0	3.5265134	6.2817001	5
34	1	1	0	3.5265134	23.3985005	5
35	1	1	0	4.9945522	6.2817001	5
36	1	1	0	4.9945522	23.3985005	5
37	1	1	0	4.9954462	8.7288008	5
38	1	1	0	4.9954462	11.1732006	5
39	1	1	0	4.9954462	13.6178999	5
40	1	1	0	4.9954462	16.0622997	5
41	1	1	0	4.9954462	18.5067005	5
42	1	1	0	4.9954462	20.9510994	5
43	1	1	0	5.6905508	7.5062995	5
44	1	1	0	5.6905508	22.1735992	5
45	1	1	0	5.6914454	9.9510002	5
46	1	1	0	5.6914454	12.3957005	5
47	1	1	0	5.6914454	14.8401004	5
48	1	1	0	5.6914454	17.2845001	5
49	1	1	0	5.6914454	19.7289009	5
50	1	1	0	5.6977072	5.0735998	5
51	1	1	0	5.6977072	24.6065998	5
52	1	1	0	7.0834427	5.0735998	5
53	1	1	0	7.0834427	24.6065998	5
54	1	1	0	7.089705	9.9510002	5
55	1	1	0	7.089705	12.3957005	5
56	1	1	0	7.089705	14.8401004	5
57	1	1	0	7.089705	17.2845001	5
58	1	1	0	7.089705	19.7289009	5
59	1	1	0	7.0905995	7.5062995	5
60	1	1	0	7.0905995	22.1735992	5
61	1	1	0	7.7848091	11.1732006	5
62	1	1	0	7.7848091	13.6178999	5
63	1	1	0	7.7848091	16.0622997	5
64	1	1	0	7.7848091	18.5067005	5
65	1	1	0	7.7857037	8.7288008	5
66	1	1	0	7.7857037	20.9510994	5
67	1	1	0	7.7865982	6.2817001	5
68	1	1	0	7.7865982	23.3985005	5
69	1	1	0	9.2537422	6.2817001	5
70	1	1	0	9.2537422	23.3985005	5
71	1	1	0	9.2555313	8.7288008	5
72	1	1	0	9.2555313	11.1732006	5
73	1	1	0	9.2555313	13.6178999	5
74	1	1	0	9.2555313	16.0622997	5
75	1	1	0	9.2555313	18.5067005	5
76	1	1	0	9.2555313	20.9510994	5
77	1	1	0	9.9497414	7.5062995	5
78	1	1	0	9.9497414	22.1735992	5
79	1	1	0	9.9515306	9.9510002	5
80	1	1	0	9.9515306	12.3957005	5
81	1	1	0	9.9515306	14.8401004	5
82	1	1	0	9.9515306	17.2845001	5
83	1	1	0	9.9515306	19.7289009	5
84	1	1	0	9.9577924	5.0735998	5
85	1	1	0	9.9577924	24.6065998	5
86	1	1	0	11.3435278	5.0735998	5
87	1	1	0	11.3435278	24.6065998	5
88	1	1	0	11.3497906	9.9510002	5
89	1	1	0	11.3497906	12.3957005	5
90	1	1	0	11.3497906	14.8401004	5
91	1	1	0	11.3497906	17.2845001	5
92	1	1	0	11.3497906	19.7289009	5
