# LAMMPS data file written by OVITO
242 atoms
2 atom types
0.0 17.0400009 xlo xhi
0.0 25.0 ylo yhi
0.0 38.4603615 zlo zhi

Masses

1 12.0107  # C
2 1.00794  # H

Atoms # full

1 1 1 0.0 1.4202841 11.8000002 0.61982
2 1 1 0.0 2.8405682 11.8000002 0.61982
3 1 1 0.0 5.680284 11.8000002 0.61982
4 1 1 0.0 7.1005678 11.8000002 0.61982
5 1 1 0.0 9.9402838 11.8000002 0.61982
6 1 1 0.0 11.3605681 11.8000002 0.61982
7 1 1 0.0 14.200284 11.8000002 0.61982
8 1 1 0.0 15.6205683 11.8000002 0.61982
9 1 1 0.0 0.7100568 11.8000002 1.8498502
10 1 1 0.0 3.5506249 11.8000002 1.8498502
11 1 1 0.0 4.970057 11.8000002 1.8498502
12 1 1 0.0 7.8106246 11.8000002 1.8498502
13 1 1 0.0 9.2300568 11.8000002 1.8498502
14 1 1 0.0 12.0706244 11.8000002 1.8498502
15 1 1 0.0 13.490057 11.8000002 1.8498502
16 1 1 0.0 16.3306255 11.8000002 1.8498502
17 1 1 0.0 1.4202841 11.8000002 3.07988
18 1 1 0.0 2.8405682 11.8000002 3.07988
19 1 1 0.0 5.680284 11.8000002 3.07988
20 1 1 0.0 7.1005678 11.8000002 3.07988
21 1 1 0.0 9.9402838 11.8000002 3.07988
22 1 1 0.0 11.3605681 11.8000002 3.07988
23 1 1 0.0 14.200284 11.8000002 3.07988
24 1 1 0.0 15.6205683 11.8000002 3.07988
25 1 1 0.0 0.7100568 11.8000002 4.3099098
26 1 1 0.0 3.5506249 11.8000002 4.3099098
27 1 1 0.0 4.970057 11.8000002 4.3099098
28 1 1 0.0 7.8106246 11.8000002 4.3099098
29 1 1 0.0 9.2300568 11.8000002 4.3099098
30 1 1 0.0 12.0706244 11.8000002 4.3099098
31 1 1 0.0 13.490057 11.8000002 4.3099098
32 1 1 0.0 16.3306255 11.8000002 4.3099098
33 1 1 0.0 1.4202841 11.8000002 5.5397029
34 1 1 0.0 2.8405682 11.8000002 5.5397029
35 1 1 0.0 5.680284 11.8000002 5.5397029
36 1 1 0.0 7.1005678 11.8000002 5.5397029
37 1 1 0.0 9.9402838 11.8000002 5.5397029
38 1 1 0.0 11.3605681 11.8000002 5.5397029
39 1 1 0.0 14.200284 11.8000002 5.5397029
40 1 1 0.0 15.6205683 11.8000002 5.5397029
41 1 1 0.0 0.7100568 11.8000002 6.769733
42 1 1 0.0 3.5506249 11.8000002 6.769733
43 1 1 0.0 4.970057 11.8000002 6.769733
44 1 1 0.0 7.8106246 11.8000002 6.769733
45 1 1 0.0 9.2300568 11.8000002 6.769733
46 1 1 0.0 12.0706244 11.8000002 6.769733
47 1 1 0.0 13.490057 11.8000002 6.769733
48 1 1 0.0 16.3306255 11.8000002 6.769733
49 1 1 0.0 1.4202841 11.8000002 8.0
50 1 1 0.0 2.8405682 11.8000002 8.0
51 1 1 0.0 5.680284 11.8000002 8.0
52 1 1 0.0 7.1005678 11.8000002 8.0
